geo,unit,TIME_PERIOD,GDP,FCE,AIC,GCF,EGS,EG,ES,IGS,IG,IS,CE,TPI
AL,CLV_I10,1998-01-01,NA,52.596,50.937,26.422,12.752,38.594,5.065,26.203,34.085,11.386,NA,NA
AL,CLV_I10,1999-01-01,NA,53.969,52.995,36.269,22.074,48.031,14.695,30.245,39.393,13.038,NA,NA
AL,CLV_I10,2000-01-01,NA,56.325,56.119,51.729,30.656,47.808,26.376,45.229,48.893,38.344,NA,NA
AL,CLV_I10,2001-01-01,NA,58.91,58.19,63.478,35.394,55.152,30.467,52.114,59.068,38.827,NA,NA
AL,CLV_I10,2002-01-01,NA,63.006,61.99,66.76,36.652,56.722,31.672,57.229,62.578,47.148,NA,NA
AL,CLV_I10,2003-01-01,NA,68.685,67.897,72.024,40.967,67.578,34.082,60.164,64.658,51.706,NA,NA
AL,CLV_I10,2004-01-01,NA,71.271,70.332,80.521,48.539,78.219,40.966,65.107,67.528,60.322,NA,NA
AL,CLV_I10,2005-01-01,NA,75.119,74.395,86.205,60.318,103.56,48.899,75.651,74.959,76.603,NA,NA
AL,CLV_I10,2006-01-01,NA,79.44,79.114,92.731,70.528,118.642,57.811,82.238,82.922,80.611,NA,NA
AL,CLV_I10,2007-01-01,NA,88.669,88.566,97.03,84.008,141.412,68.834,98.18,99.976,94.403,NA,NA
AL,CLV_I10,2008-01-01,NA,97.07,97.364,106.707,80.122,62.389,85.213,101.736,98.993,106.785,NA,NA
AL,CLV_I10,2009-01-01,NA,98.089,98.14,108.074,83.897,50.617,93.199,100.576,97.446,106.4,NA,NA
AL,CLV_I10,2010-01-01,NA,100,100,100,100,100,100,100,100,100,NA,NA
AL,CLV_I10,2011-01-01,NA,101.631,101.696,106.257,106.674,122.026,102.281,106.186,107.594,103.539,NA,NA
AL,CLV_I10,2012-01-01,NA,101.759,101.88,97.85,106.987,151.128,94.301,99.078,103.013,91.592,NA,NA
AL,CLV_I10,2013-01-01,NA,103.761,103.97,96.111,108.687,186.364,86.347,98.44,101.433,92.737,NA,NA
AL,CLV_I10,2014-01-01,NA,107.131,107.064,90.685,109.94,162.318,94.895,102.633,106.172,95.907,NA,NA
AL,CLV_I10,2015-01-01,NA,108.094,107.972,93.567,111.006,134.626,104.29,99.682,104.201,91.175,NA,NA
AL,CLV_I10,2016-01-01,NA,110.729,110.214,93.856,123.595,126.87,122.908,106.58,112.441,95.645,NA,NA
AL,CLV_I10,2017-01-01,NA,113.532,112.872,97.961,139.963,135.552,141.527,115.485,121.654,103.959,NA,NA
AL,CLV_I10,2018-01-01,NA,116.824,116.215,98.549,145.597,154.314,143.342,118.253,123.901,107.618,NA,NA
AL,CLV_I10,2019-01-01,NA,120.642,120.118,97.847,149.435,141.21,152.246,120.961,126.008,111.33,NA,NA
AL,CLV_I10,2020-01-01,NA,117.284,116.433,94.881,107.8,137.549,99.569,97.024,117.947,61.051,NA,NA
AL,CLV_I10,2021-01-01,NA,123.236,122.356,113.647,163.91,206.563,152.06,127.539,152.16,85.058,NA,NA
AL,CLV_I10,2022-01-01,NA,129.79,129.996,NA,176.221,240.669,158.513,144.292,165.297,107.775,NA,NA
AL,CLV_I15,1995-01-01,NA,53.652,51.671,26.658,9.043,21.035,4.449,17.647,22.519,7.135,NA,NA
AL,CLV_I15,1996-01-01,NA,62.536,59.815,31.533,10.503,24.25,5.239,24.197,30.63,10.29,NA,NA
AL,CLV_I15,1997-01-01,NA,51.624,49.532,25.032,8.584,21.193,3.722,22.095,27.772,9.821,NA,NA
AL,CLV_I15,1998-01-01,NA,48.658,47.176,28.238,11.488,28.667,4.857,26.287,32.711,12.488,NA,NA
AL,CLV_I15,1999-01-01,NA,49.928,49.082,38.762,19.885,35.678,14.091,30.342,37.804,14.3,NA,NA
AL,CLV_I15,2000-01-01,NA,52.108,51.975,55.285,27.617,35.511,25.291,45.373,46.922,42.055,NA,NA
AL,CLV_I15,2001-01-01,NA,54.499,53.893,67.842,31.885,40.967,29.214,52.28,56.686,42.585,NA,NA
AL,CLV_I15,2002-01-01,NA,58.288,57.413,71.35,33.018,42.133,30.37,57.412,60.055,51.712,NA,NA
AL,CLV_I15,2003-01-01,NA,63.542,62.884,76.976,36.905,50.197,32.68,60.356,62.052,56.711,NA,NA
AL,CLV_I15,2004-01-01,NA,65.934,65.139,86.057,43.727,58.101,39.281,65.315,64.805,66.161,NA,NA
AL,CLV_I15,2005-01-01,NA,69.494,68.902,92.132,54.338,76.924,46.888,75.893,71.937,84.018,NA,NA
AL,CLV_I15,2006-01-01,NA,73.492,73.273,99.106,63.536,88.127,55.433,82.5,79.579,88.414,NA,NA
AL,CLV_I15,2007-01-01,NA,82.03,82.027,103.701,75.679,105.04,66.003,98.493,95.945,103.541,NA,NA
AL,CLV_I15,2008-01-01,NA,89.802,90.175,114.043,72.178,46.342,81.708,102.061,95.002,117.121,NA,NA
AL,CLV_I15,2009-01-01,NA,90.745,90.894,115.503,75.579,37.598,89.365,100.897,93.517,116.698,NA,NA
AL,CLV_I15,2010-01-01,NA,92.512,92.616,106.875,90.085,74.28,95.887,100.319,95.968,109.679,NA,NA
AL,CLV_I15,2011-01-01,NA,94.022,94.187,113.562,96.098,90.641,98.074,106.525,103.256,113.561,NA,NA
AL,CLV_I15,2012-01-01,NA,94.14,94.357,104.577,96.38,112.257,90.422,99.394,98.86,100.457,NA,NA
AL,CLV_I15,2013-01-01,NA,95.992,96.293,102.718,97.911,138.431,82.795,98.755,97.343,101.713,NA,NA
AL,CLV_I15,2014-01-01,NA,99.109,99.158,96.919,99.04,120.569,90.992,102.96,101.891,105.19,NA,NA
AL,CLV_I15,2015-01-01,NA,100,100,100,100,100,100,100,100,100,NA,NA
AL,CLV_I15,2016-01-01,NA,102.438,102.077,100.309,111.341,94.238,117.852,106.92,107.908,104.902,NA,NA
AL,CLV_I15,2017-01-01,NA,105.031,104.537,104.696,126.086,100.687,135.706,115.854,116.749,114.021,NA,NA
AL,CLV_I15,2018-01-01,NA,108.076,107.634,105.324,131.162,114.624,137.446,118.631,118.906,118.034,NA,NA
AL,CLV_I15,2019-01-01,NA,111.609,111.248,104.574,134.619,104.89,145.984,121.347,120.927,122.106,NA,NA
AL,CLV_I15,2020-01-01,NA,108.502,107.836,101.404,97.112,102.171,95.473,97.333,113.191,66.96,NA,NA
AL,CLV_I15,2021-01-01,NA,114.008,113.322,121.46,147.659,153.434,145.806,127.946,146.025,93.291,NA,NA
AL,CLV_I15,2022-01-01,NA,120.072,120.397,NA,158.749,178.768,151.993,144.753,158.633,118.207,NA,NA
AL,CLV_PCH_PRE,1996-01-01,NA,16.6,15.8,18.3,16.1,15.3,17.8,37.1,36,44.2,NA,NA
AL,CLV_PCH_PRE,1997-01-01,NA,-17.5,-17.2,-20.6,-18.3,-12.6,-29,-8.7,-9.3,-4.6,NA,NA
AL,CLV_PCH_PRE,1998-01-01,NA,-5.7,-4.8,12.8,33.8,35.3,30.5,19,17.8,27.2,NA,NA
AL,CLV_PCH_PRE,1999-01-01,NA,2.6,4,37.3,73.1,24.5,190.1,15.4,15.6,14.5,NA,NA
AL,CLV_PCH_PRE,2000-01-01,NA,4.4,5.9,42.6,38.9,-0.5,79.5,49.5,24.1,194.1,NA,NA
AL,CLV_PCH_PRE,2001-01-01,NA,4.6,3.7,22.7,15.5,15.4,15.5,15.2,20.8,1.3,NA,NA
AL,CLV_PCH_PRE,2002-01-01,NA,7,6.5,5.2,3.6,2.8,4,9.8,5.9,21.4,NA,NA
AL,CLV_PCH_PRE,2003-01-01,NA,9,9.5,7.9,11.8,19.1,7.6,5.1,3.3,9.7,NA,NA
AL,CLV_PCH_PRE,2004-01-01,NA,3.8,3.6,11.8,18.5,15.7,20.2,8.2,4.4,16.7,NA,NA
AL,CLV_PCH_PRE,2005-01-01,NA,5.4,5.8,7.1,24.3,32.4,19.4,16.2,11,27,NA,NA
AL,CLV_PCH_PRE,2006-01-01,NA,5.8,6.3,7.6,16.9,14.6,18.2,8.7,10.6,5.2,NA,NA
AL,CLV_PCH_PRE,2007-01-01,NA,11.6,11.9,4.6,19.1,19.2,19.1,19.4,20.6,17.1,NA,NA
AL,CLV_PCH_PRE,2008-01-01,NA,9.5,9.9,10,-4.6,-55.9,23.8,3.6,-1,13.1,NA,NA
AL,CLV_PCH_PRE,2009-01-01,NA,1,0.8,1.3,4.7,-18.9,9.4,-1.1,-1.6,-0.4,NA,NA
AL,CLV_PCH_PRE,2010-01-01,NA,1.9,1.9,-7.5,19.2,97.6,7.3,-0.6,2.6,-6,NA,NA
AL,CLV_PCH_PRE,2011-01-01,NA,1.6,1.7,6.3,6.7,22,2.3,6.2,7.6,3.5,NA,NA
AL,CLV_PCH_PRE,2012-01-01,NA,0.1,0.2,-7.9,0.3,23.8,-7.8,-6.7,-4.3,-11.5,NA,NA
AL,CLV_PCH_PRE,2013-01-01,NA,2,2.1,-1.8,1.6,23.3,-8.4,-0.6,-1.5,1.3,NA,NA
AL,CLV_PCH_PRE,2014-01-01,NA,3.2,3,-5.6,1.2,-12.9,9.9,4.3,4.7,3.4,NA,NA
AL,CLV_PCH_PRE,2015-01-01,NA,0.9,0.8,3.2,1,-17.1,9.9,-2.9,-1.9,-4.9,NA,NA
AL,CLV_PCH_PRE,2016-01-01,NA,2.4,2.1,0.3,11.3,-5.8,17.9,6.9,7.9,4.9,NA,NA
AL,CLV_PCH_PRE,2017-01-01,NA,2.5,2.4,4.4,13.2,6.8,15.1,8.4,8.2,8.7,NA,NA
AL,CLV_PCH_PRE,2018-01-01,NA,2.9,3,0.6,4,13.8,1.3,2.4,1.8,3.5,NA,NA
AL,CLV_PCH_PRE,2019-01-01,NA,3.3,3.4,-0.7,2.6,-8.5,6.2,2.3,1.7,3.4,NA,NA
AL,CLV_PCH_PRE,2020-01-01,NA,-2.8,-3.1,-3,-27.9,-2.6,-34.6,-19.8,-6.4,-45.2,NA,NA
AL,CLV_PCH_PRE,2021-01-01,NA,5.1,5.1,19.8,52,50.2,52.7,31.5,29,39.3,NA,NA
AL,CLV_PCH_PRE,2022-01-01,NA,5.3,6.2,NA,7.5,16.5,4.2,13.1,8.6,26.7,NA,NA
AL,CON_PPCH_PRE,1996-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,CON_PPCH_PRE,1997-01-01,-9.55,-18.08,-16.77,-4.49,-2.12,-0.96,-1.17,2.89,2.69,0.2,NA,NA
AL,CON_PPCH_PRE,1998-01-01,7.83,-6.23,-4.84,2.58,3.45,2.51,0.94,-6.68,-5.47,-1.22,NA,NA
AL,CON_PPCH_PRE,1999-01-01,12.6,2.75,3.99,8.01,8.38,1.98,6.4,-5.66,-4.93,-0.73,NA,NA
AL,CON_PPCH_PRE,2000-01-01,5.3,4.26,5.38,10.04,6.55,-0.04,6.59,-16.93,-7.01,-9.92,NA,NA
AL,CON_PPCH_PRE,2001-01-01,7.96,4.24,3.23,7.25,3.11,1.12,1.98,-6.6,-6.44,-0.16,NA,NA
AL,CON_PPCH_PRE,2002-01-01,3.82,6.18,5.42,1.9,0.76,0.22,0.54,-4.43,-2.01,-2.42,NA,NA
AL,CON_PPCH_PRE,2003-01-01,4.11,8.24,8.07,2.84,2.47,1.45,1.02,-2.44,-1.13,-1.31,NA,NA
AL,CON_PPCH_PRE,2004-01-01,5.16,3.44,3.04,4.23,3.85,1.26,2.59,-3.79,-1.42,-2.38,NA,NA
AL,CON_PPCH_PRE,2005-01-01,4.58,4.77,4.72,2.67,5.39,2.71,2.68,-7.26,-3.33,-3.93,NA,NA
AL,CON_PPCH_PRE,2006-01-01,5.13,5.06,5.18,2.87,3.9,1.19,2.71,-4.17,-3.28,-0.89,NA,NA
AL,CON_PPCH_PRE,2007-01-01,5.07,10.24,9.83,1.77,4.82,1.71,3.11,-9.51,-6.64,-2.87,NA,NA
AL,CON_PPCH_PRE,2008-01-01,5.35,8.74,8.59,3.63,-1.31,-5.63,4.32,-1.99,0.36,-2.35,NA,NA
AL,CON_PPCH_PRE,2009-01-01,3.21,0.98,0.7,0.46,1.19,-0.79,1.98,0.59,0.53,0.07,NA,NA
AL,CON_PPCH_PRE,2010-01-01,3.24,1.79,1.63,-2.58,4.84,3.25,1.6,0.29,-0.82,1.11,NA,NA
AL,CON_PPCH_PRE,2011-01-01,2.76,1.46,1.42,1.9,1.87,1.37,0.5,-3,-2.41,-0.6,NA,NA
AL,CON_PPCH_PRE,2012-01-01,0.9,0.11,0.15,-2.49,0.09,1.78,-1.7,3.48,1.47,2.01,NA,NA
AL,CON_PPCH_PRE,2013-01-01,0.98,1.75,1.71,-0.5,0.46,2.13,-1.67,0.31,0.5,-0.19,NA,NA
AL,CON_PPCH_PRE,2014-01-01,1.86,2.96,2.55,-1.58,0.33,-1.43,1.76,-2,-1.47,-0.53,NA,NA
AL,CON_PPCH_PRE,2015-01-01,1.99,0.83,0.73,0.82,0.27,-1.59,1.87,1.36,0.59,0.77,NA,NA
AL,CON_PPCH_PRE,2016-01-01,2.8,2.24,1.79,0.08,3.09,-0.43,3.53,-3.08,-2.36,-0.72,NA,NA
AL,CON_PPCH_PRE,2017-01-01,3.36,2.33,2.08,1.1,3.84,0.46,3.38,-3.83,-2.53,-1.3,NA,NA
AL,CON_PPCH_PRE,2018-01-01,3.59,2.64,2.52,0.15,1.27,0.95,0.32,-1.12,-0.58,-0.54,NA,NA
AL,CON_PPCH_PRE,2019-01-01,2.08,2.94,2.83,-0.17,0.83,-0.65,1.48,-1.04,-0.51,-0.53,NA,NA
AL,CON_PPCH_PRE,2020-01-01,-2.56,-2.55,-2.61,-0.7,-8.72,-0.17,-8.55,8.9,1.88,7.02,NA,NA
AL,CON_PPCH_PRE,2021-01-01,7.19,4.68,4.38,4.54,11.79,2.99,8.8,-11.69,-8.23,-3.46,NA,NA
AL,CON_PPCH_PRE,2022-01-01,4.58,4.91,5.3,NA,2.35,1.38,0.97,-5.87,-2.9,-2.97,NA,NA
AL,CP_MEUR,1996-01-01,2358.2,2611.1,2459.5,549.4,292.9,191.4,101.5,838.7,726.4,112.4,NA,NA
AL,CP_MEUR,1997-01-01,1809.5,2132.2,2000.1,395.8,200.6,140.2,60.4,693.1,604.9,88.2,NA,NA
AL,CP_MEUR,1998-01-01,2010.9,2406.4,2252.8,490.3,261.7,184.8,76.8,836.7,721.9,114.8,NA,NA
AL,CP_MEUR,1999-01-01,2695.2,2945.8,2756.9,710.6,508.4,258.2,250.2,1031.4,877.1,154.3,NA,NA
AL,CP_MEUR,2000-01-01,3334.8,3494.1,3306,1206.2,760.4,276.8,483.6,1638.4,1170.1,468.3,NA,NA
AL,CP_MEUR,2001-01-01,3920.7,3896.2,3639.6,1610.9,935.6,340.3,595.4,1980.5,1485.3,495.2,NA,NA
AL,CP_MEUR,2002-01-01,4100.8,4214.3,3905.7,1663,966.1,349,617.1,2194.5,1570.5,624.1,NA,NA
AL,CP_MEUR,2003-01-01,4334.5,4506.2,4184.2,1769.1,1027.5,395.6,631.9,2275.7,1572.4,703.4,NA,NA
AL,CP_MEUR,2004-01-01,5072,5108.5,4725.9,2183.8,1283.7,482.8,800.9,2590.2,1749.2,841,NA,NA
AL,CP_MEUR,2005-01-01,5664.7,5696.7,5285.4,2455.4,1490.2,528.1,962.1,3099,1997,1102,NA,NA
AL,CP_MEUR,2006-01-01,6136.4,6250.6,5833.7,2699.5,1787.6,630.9,1156.7,3478.6,2290.4,1188.1,NA,NA
AL,CP_MEUR,2007-01-01,6805,7204.1,6757.3,2841.6,2206.1,786.9,1419.2,4291.8,2889.8,1402,NA,NA
AL,CP_MEUR,2008-01-01,7629.6,8225.9,7739,3148.6,2226.7,367.4,1859.2,4589.3,2976.1,1613.2,NA,NA
AL,CP_MEUR,2009-01-01,7495,7963.1,7455.5,2993.5,2186.4,288.1,1898.3,4318.5,2721.3,1597.2,NA,NA
AL,CP_MEUR,2010-01-01,7819.8,8031,7507.9,2726.8,2517.2,560.1,1957.1,4369.1,2852.7,1516.5,NA,NA
AL,CP_MEUR,2011-01-01,8060.4,8274.2,7745,2911.5,2710.2,693.2,2017,4817.4,3205,1612.4,NA,NA
AL,CP_MEUR,2012-01-01,8305.1,8513.3,7981,2715.5,2773.9,875.7,1898.1,4560.2,3101.6,1458.7,NA,NA
AL,CP_MEUR,2013-01-01,8396.5,8764.4,8233.3,2700.2,2783.3,1067.7,1715.6,4519.8,3030.4,1489.4,NA,NA
AL,CP_MEUR,2014-01-01,8700.7,9195,8625.3,2559.4,2812.4,931.6,1880.8,4704.7,3146.8,1557.8,NA,NA
AL,CP_MEUR,2015-01-01,9014.8,9423,8833.8,2650.1,2798.8,771.8,2027,4571,3068.5,1502.4,NA,NA
AL,CP_MEUR,2016-01-01,9400.1,9887,9241.5,2704,3106.4,713,2393.4,4913.1,3315,1598.1,NA,NA
AL,CP_MEUR,2017-01-01,10096.8,10531,9815,2895.8,3649.2,797.1,2852.1,5389.3,3617.8,1771.5,NA,NA
AL,CP_MEUR,2018-01-01,11220,11595.8,10807.7,3067.2,4050.1,985,3065.1,5802.9,3847.6,1955.4,NA,NA
AL,CP_MEUR,2019-01-01,12023.4,12564.1,11719.3,3165.2,4305.7,906.5,3399.1,6185.9,4048.9,2137.1,NA,NA
AL,CP_MEUR,2020-01-01,11671.6,12311.5,11468.3,3056.7,3015.8,793.3,2222.6,4947.7,3775.5,1172.2,NA,NA
AL,CP_MEUR,2021-01-01,13182.1,13423.5,12472.8,3760.9,4745.6,1264.2,3481.4,6776.7,5088.7,1688,NA,NA
AL,CP_MEUR,2022-01-01,15702,15447.7,14493.6,NA,6720.8,1933.4,4787.4,8582.5,6188.2,2394.4,NA,NA
AL,CP_MNAC,1996-01-01,312817.3,346365.9,326251.5,72871.7,38853.6,25393.3,13460.3,111258.3,96351.2,14907.1,NA,NA
AL,CP_MNAC,1997-01-01,304714.2,359062,336824,66647.1,33785.5,23612.7,10172.8,116720.2,101863.8,14856.5,NA,NA
AL,CP_MNAC,1998-01-01,339154.3,405863.4,379951.6,82698.8,44131.2,31173.4,12957.8,141125.2,121763.8,19361.4,NA,NA
AL,CP_MNAC,1999-01-01,396081.9,432915.5,405159.7,104435.8,74709.1,37942.8,36766.2,151572.8,128902.2,22670.6,NA,NA
AL,CP_MNAC,2000-01-01,442126.7,463244.4,438308.3,159915.5,100817.6,36696.1,64121.5,217213.6,155132.3,62081.3,NA,NA
AL,CP_MNAC,2001-01-01,503693,500542.7,467576.7,206951,120202.9,43716.5,76486.4,254440.1,190817.2,63622.9,NA,NA
AL,CP_MNAC,2002-01-01,542777.5,557807.3,516952.3,220116.8,127871.7,46188.4,81683.3,290469.7,207867.5,82602.2,NA,NA
AL,CP_MNAC,2003-01-01,596038.2,619648.1,575371.2,243266.6,141290.7,54398.9,86891.7,312933.2,216215,96718.2,NA,NA
AL,CP_MNAC,2004-01-01,647538.5,652200.5,603358.3,278802.2,163889.2,61641.8,102247.4,330688.4,223315.5,107372.9,NA,NA
AL,CP_MNAC,2005-01-01,703494.2,707476.2,656399.6,304937.4,185062,65578.8,119483.2,384867.2,248005.1,136862.1,NA,NA
AL,CP_MNAC,2006-01-01,755264.8,769319.1,718009.7,332252.4,220013.1,77648.1,142364.9,428141.8,281904.6,146237.2,NA,NA
AL,CP_MNAC,2007-01-01,841299.3,890645.1,835407.8,351304.9,272741.1,97284.9,175456.1,530598.3,357269.2,173329.1,NA,NA
AL,CP_MNAC,2008-01-01,936917.3,1010136.9,950349.6,386648.8,273437.2,45121.7,228315.5,563565.3,365464.5,198100.9,NA,NA
AL,CP_MNAC,2009-01-01,989796.3,1051607.1,984574.1,395319.6,288738,38052.9,250685.1,570299.7,359377.4,210922.3,NA,NA
AL,CP_MNAC,2010-01-01,1077484.5,1106590.2,1034511.1,375719.9,346845.7,77172.9,269672.8,602020.6,393069,208951.7,NA,NA
AL,CP_MNAC,2011-01-01,1131120.8,1161113.9,1086856,408572.6,380322.5,97276.8,283045.6,676025.7,449752.6,226273.1,NA,NA
AL,CP_MNAC,2012-01-01,1154746.6,1183692.1,1109683.8,377566,385682,121763.9,263918.1,634054.3,431240.6,202813.7,NA,NA
AL,CP_MNAC,2013-01-01,1177698.4,1229289,1154798.1,378723.6,390385.6,149751.6,240634,633949.8,425048.9,208900.8,NA,NA
AL,CP_MNAC,2014-01-01,1217843.2,1287018.5,1207289.6,358240.3,393657.4,130400.8,263256.6,658512,440461.4,218050.6,NA,NA
AL,CP_MNAC,2015-01-01,1259726.1,1316771.2,1234432.1,370324.4,391098.1,107849.4,283248.8,638748.8,428797.4,209951.4,NA,NA
AL,CP_MNAC,2016-01-01,1291203.2,1358072.9,1269411.8,371415.5,426693.5,97937.8,328755.6,674866,455354.4,219511.6,NA,NA
AL,CP_MNAC,2017-01-01,1354490.2,1412737.7,1316680.9,388476,489535.7,106926.3,382609.4,722979.9,485334.3,237645.6,NA,NA
AL,CP_MNAC,2018-01-01,1431557.9,1479510,1378959.9,391345.4,516747.5,125676.7,391070.8,740394.8,490911.4,249483.3,NA,NA
AL,CP_MNAC,2019-01-01,1478999.2,1545506,1441595.6,389350.9,529638,111510.5,418127.5,760932.3,498053.5,262878.8,NA,NA
AL,CP_MNAC,2020-01-01,1444590.8,1523798.8,1419436.8,378333,373271.5,98184.3,275087.2,612382.1,467299.7,145082.3,NA,NA
AL,CP_MNAC,2021-01-01,1614282.2,1643836.2,1527416.2,460559.2,581151.9,154814.4,426337.5,829872.7,623165.5,206707.2,NA,NA
AL,CP_MNAC,2022-01-01,1868228.1,1837970.8,1724452,NA,799640.9,230041.3,569599.7,1021147.9,736267.9,284880,NA,NA
AL,CP_MPPS_EU27_2020,1997-01-01,6583.6,7757.8,7277.3,1440,730,510.2,219.8,2521.8,2200.8,321,NA,NA
AL,CP_MPPS_EU27_2020,1998-01-01,6930.2,8293.3,7763.8,1689.8,901.8,637,264.8,2883.7,2488.1,395.6,NA,NA
AL,CP_MPPS_EU27_2020,1999-01-01,8051.9,8800.7,8236.5,2123.1,1518.8,771.3,747.4,3081.3,2620.4,460.9,NA,NA
AL,CP_MPPS_EU27_2020,2000-01-01,8738.9,9156.3,8663.4,3160.8,1992.7,725.3,1267.4,4293.3,3066.3,1227.1,NA,NA
AL,CP_MPPS_EU27_2020,2001-01-01,9736.6,9675.7,9038.4,4000.4,2323.6,845.1,1478.5,4918.4,3688.6,1229.9,NA,NA
AL,CP_MPPS_EU27_2020,2002-01-01,10363.5,10650.4,9870.4,4202.8,2441.5,881.9,1559.6,5546.1,3968.9,1577.2,NA,NA
AL,CP_MPPS_EU27_2020,2003-01-01,10972.9,11407.6,10592.4,4478.5,2601.1,1001.5,1599.7,5761,3980.5,1780.6,NA,NA
AL,CP_MPPS_EU27_2020,2004-01-01,11782.4,11867.2,10978.5,5073,2982.1,1121.6,1860.5,6017.1,4063.4,1953.7,NA,NA
AL,CP_MPPS_EU27_2020,2005-01-01,12653.1,12724.7,11806,5484.6,3328.5,1179.5,2149,6922.2,4460.6,2461.6,NA,NA
AL,CP_MPPS_EU27_2020,2006-01-01,13516.3,13767.9,12849.6,5946,3937.4,1389.6,2547.8,7662.1,5045,2617.1,NA,NA
AL,CP_MPPS_EU27_2020,2007-01-01,14881.1,15753.9,14776.9,6214,4824.3,1720.8,3103.5,9385.3,6319.5,3065.9,NA,NA
AL,CP_MPPS_EU27_2020,2008-01-01,16313.3,17588.1,16547.1,6732.2,4761,785.6,3975.3,9812.6,6363.3,3449.3,NA,NA
AL,CP_MPPS_EU27_2020,2009-01-01,16854.9,17907.4,16766,6731.8,4916.8,648,4268.8,9711.4,6119.7,3591.7,NA,NA
AL,CP_MPPS_EU27_2020,2010-01-01,18449.2,18947.5,17713.4,6433.2,5938.8,1321.4,4617.5,10308.1,6730.3,3577.8,NA,NA
AL,CP_MPPS_EU27_2020,2011-01-01,19216,19725.6,18464,6941,6461.1,1652.6,4808.5,11484.7,7640.6,3844,NA,NA
AL,CP_MPPS_EU27_2020,2012-01-01,19530.7,20020.3,18768.6,6385.9,6523.2,2059.4,4463.8,10724,7293.8,3430.3,NA,NA
AL,CP_MPPS_EU27_2020,2013-01-01,19265.2,20109.1,18890.5,6195.3,6386,2449.7,3936.4,10370.3,6953.1,3417.3,NA,NA
AL,CP_MPPS_EU27_2020,2014-01-01,20345.9,21501.6,20169.6,5984.9,6576.6,2178.5,4398.1,11001.4,7358.6,3642.9,NA,NA
AL,CP_MPPS_EU27_2020,2015-01-01,21205,22165.3,20779.2,6233.7,6583.4,1815.4,4767.9,10752.1,7218,3534.1,NA,NA
AL,CP_MPPS_EU27_2020,2016-01-01,21158.8,22254.6,20801.7,6086.4,6992.2,1604.9,5387.3,11059,7461.9,3597.1,NA,NA
AL,CP_MPPS_EU27_2020,2017-01-01,22015.7,22962.5,21401.2,6314.3,7956.9,1738,6218.9,11751.2,7888.6,3862.7,NA,NA
AL,CP_MPPS_EU27_2020,2018-01-01,22946.6,23715.2,22103.5,6272.9,8283,2014.5,6268.5,11867.9,7868.9,3999,NA,NA
AL,CP_MPPS_EU27_2020,2019-01-01,23717.1,24783.6,23117.3,6243.6,8493.2,1788.2,6705,12202.2,7986.7,4215.5,NA,NA
AL,CP_MPPS_EU27_2020,2020-01-01,22949,24207.3,22549.4,6010.3,5929.9,1559.8,4370.1,9728.4,7423.6,2304.8,NA,NA
AL,CP_MPPS_EU27_2020,2021-01-01,25076.9,25536,23727.5,7154.5,9027.8,2404.9,6622.9,12891.6,9680.5,3211.1,NA,NA
AL,CP_MPPS_EU27_2020,2022-01-01,29366.6,28891,27106.6,NA,12569.5,3616,8953.5,16051.4,11573.4,4478,NA,NA
AL,PC_EU27_2020_MEUR_CP,1996-01-01,0,0.1,0.1,0,0,0,0,0,0.1,0,NA,NA
AL,PC_EU27_2020_MEUR_CP,1997-01-01,0,0,0,0,0,0,0,0,0,0,NA,NA
AL,PC_EU27_2020_MEUR_CP,1998-01-01,0,0,0,0,0,0,0,0,0,0,NA,NA
AL,PC_EU27_2020_MEUR_CP,1999-01-01,0,0.1,0.1,0,0,0,0,0,0.1,0,NA,NA
AL,PC_EU27_2020_MEUR_CP,2000-01-01,0,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2001-01-01,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2002-01-01,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2003-01-01,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2004-01-01,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2005-01-01,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2006-01-01,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2007-01-01,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,NA,NA
AL,PC_EU27_2020_MEUR_CP,2008-01-01,0.1,0.1,0.1,0.1,0,0,0.2,0.1,0.1,0.2,NA,NA
AL,PC_EU27_2020_MEUR_CP,2009-01-01,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.2,NA,NA
AL,PC_EU27_2020_MEUR_CP,2010-01-01,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.2,NA,NA
AL,PC_EU27_2020_MEUR_CP,2011-01-01,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0.1,0.2,NA,NA
